> RPGMAKER TRANS PATCH FILE VERSION 3.2
> BEGIN STRING
"バニーさん"
> CONTEXT: Map216/events/2/pages/0/0/InlineScript/1:22
> CONTEXT: Map216/events/2/pages/0/0/InlineScript/1:22
> CONTEXT: Map216/events/6/pages/0/2/InlineScript/1:22
> CONTEXT: Map216/events/6/pages/0/2/InlineScript/1:22
"Bunny-san"
> END STRING

> BEGIN STRING
\\name[\\v[2]]\\_
次の階へは魔法陣をご利用ください！
> CONTEXT: Map216/events/2/pages/0/1/Dialogue
> CONTEXT: Map216/events/2/pages/0/1/Dialogue
\\name[\\v[2]]\\_
Please use the magic circle to go to the next floor!
> END STRING

> BEGIN STRING
\\name[\\v[2]]\\_
えっ……ええ～～～\\H
> CONTEXT: Map216/events/2/pages/0/5/Dialogue
> CONTEXT: Map216/events/2/pages/0/5/Dialogue
\\name[\\v[2]]\\_
Eh... Eeeee~~~\\H
> END STRING

> BEGIN STRING
\\name[\\v[2]]\\_
おめでとうございまーす！
ボーナス部屋にようこそ！
> CONTEXT: Map216/events/6/pages/0/3/Dialogue
> CONTEXT: Map216/events/6/pages/0/3/Dialogue
\\name[\\v[2]]\\_
Congratulations! 
Welcome to the bonus room!
> CONTEXT: Map212/events/108/pages/1/5/Comment < UNTRANSLATED
> CONTEXT: Map212/events/109/pages/0/10/Comment < UNTRANSLATED
> CONTEXT: Map212/events/110/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map212/events/111/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map212/events/112/pages/0/10/Comment < UNTRANSLATED
> CONTEXT: Map212/events/113/pages/0/10/Comment < UNTRANSLATED
> CONTEXT: Map212/events/114/pages/0/10/Comment < UNTRANSLATED
> CONTEXT: Map212/events/116/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/1/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/2/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/3/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/4/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/5/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/6/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/7/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/8/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/9/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/10/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/11/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/12/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/13/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/41/pages/0/26/Comment < UNTRANSLATED
> CONTEXT: Map185/events/41/pages/1/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/52/pages/1/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/52/pages/2/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/53/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/54/pages/2/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/55/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/56/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/57/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/58/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/59/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/60/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/61/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/62/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/63/pages/0/10/Comment < UNTRANSLATED
> CONTEXT: Map185/events/63/pages/2/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/64/pages/2/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/65/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/66/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/67/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/68/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/69/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/70/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/71/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/72/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/73/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/74/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/75/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/75/pages/2/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/76/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/77/pages/0/25/Comment < UNTRANSLATED
> CONTEXT: Map185/events/77/pages/1/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/78/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/79/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/84/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/85/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/86/pages/0/6/Comment < UNTRANSLATED
> CONTEXT: Map185/events/87/pages/0/6/Comment < UNTRANSLATED

> END STRING

> BEGIN STRING
逃走不可
> CONTEXT: Map216/events/2/pages/0/15/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/1/8/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/2/8/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/3/8/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/4/8/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/5/8/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/6/8/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/7/8/Comment < UNTRANSLATED
> CONTEXT: Map212/events/50/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/8/8/Comment < UNTRANSLATED
> CONTEXT: Map212/events/51/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/9/8/Comment < UNTRANSLATED
> CONTEXT: Map212/events/52/pages/3/9/Comment < UNTRANSLATED
> CONTEXT: Map209/events/4/pages/0/64/Comment < UNTRANSLATED
> CONTEXT: Map210/events/6/pages/0/10/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/10/8/Comment < UNTRANSLATED
> CONTEXT: Map212/events/53/pages/3/9/Comment < UNTRANSLATED
> CONTEXT: Map210/events/6/pages/1/10/Comment < UNTRANSLATED
> CONTEXT: Map208/events/2/pages/0/54/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/11/8/Comment < UNTRANSLATED
> CONTEXT: Map212/events/59/pages/3/9/Comment < UNTRANSLATED
> CONTEXT: Map209/events/4/pages/0/87/Comment < UNTRANSLATED
> CONTEXT: Map210/events/6/pages/2/9/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/12/8/Comment < UNTRANSLATED
> CONTEXT: Map212/events/60/pages/3/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/62/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map210/events/6/pages/3/9/Comment < UNTRANSLATED
> CONTEXT: Map219/events/2/pages/13/8/Comment < UNTRANSLATED
> CONTEXT: Map211/events/1/pages/5/27/Comment < UNTRANSLATED
> CONTEXT: Map212/events/63/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map208/events/3/pages/0/52/Comment < UNTRANSLATED
> CONTEXT: Map210/events/7/pages/0/10/Comment < UNTRANSLATED
> CONTEXT: Map212/events/71/pages/1/9/Comment < UNTRANSLATED
> CONTEXT: Map211/events/1/pages/5/49/Comment < UNTRANSLATED
> CONTEXT: Map209/events/4/pages/1/64/Comment < UNTRANSLATED
> CONTEXT: Map210/events/7/pages/1/10/Comment < UNTRANSLATED
> CONTEXT: Map212/events/71/pages/2/9/Comment < UNTRANSLATED
> CONTEXT: Map210/events/7/pages/2/9/Comment < UNTRANSLATED
> CONTEXT: Map198/events/9/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map209/events/4/pages/1/87/Comment < UNTRANSLATED
> CONTEXT: Map219/events/5/pages/0/54/Comment < UNTRANSLATED
> CONTEXT: Map212/events/72/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map198/events/9/pages/2/10/Comment < UNTRANSLATED
> CONTEXT: Map210/events/7/pages/3/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/73/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map197/events/55/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/73/pages/1/9/Comment < UNTRANSLATED
> CONTEXT: Map198/events/9/pages/3/11/Comment < UNTRANSLATED
> CONTEXT: Map211/events/2/pages/3/27/Comment < UNTRANSLATED
> CONTEXT: Map197/events/56/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map210/events/8/pages/0/10/Comment < UNTRANSLATED
> CONTEXT: Map212/events/74/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map197/events/57/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map210/events/8/pages/1/10/Comment < UNTRANSLATED
> CONTEXT: Map198/events/9/pages/5/9/Comment < UNTRANSLATED
> CONTEXT: Map209/events/4/pages/2/62/Comment < UNTRANSLATED
> CONTEXT: Map211/events/2/pages/3/49/Comment < UNTRANSLATED
> CONTEXT: Map212/events/76/pages/1/9/Comment < UNTRANSLATED
> CONTEXT: Map210/events/8/pages/2/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/76/pages/2/9/Comment < UNTRANSLATED
> CONTEXT: Map219/events/8/pages/0/54/Comment < UNTRANSLATED
> CONTEXT: Map209/events/4/pages/2/85/Comment < UNTRANSLATED
> CONTEXT: Map198/events/56/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map210/events/8/pages/3/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/77/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map198/events/56/pages/2/10/Comment < UNTRANSLATED
> CONTEXT: Map212/events/78/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map212/events/78/pages/1/9/Comment < UNTRANSLATED
> CONTEXT: Map198/events/56/pages/3/12/Comment < UNTRANSLATED
> CONTEXT: Map219/events/9/pages/0/54/Comment < UNTRANSLATED
> CONTEXT: Map212/events/79/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map211/events/3/pages/4/27/Comment < UNTRANSLATED
> CONTEXT: Map198/events/56/pages/5/10/Comment < UNTRANSLATED
> CONTEXT: Map212/events/79/pages/1/9/Comment < UNTRANSLATED
> CONTEXT: Map211/events/3/pages/4/49/Comment < UNTRANSLATED
> CONTEXT: Map212/events/80/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/81/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/82/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/3/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/4/pages/1/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/4/pages/2/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/5/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/6/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/7/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/8/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/84/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/9/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/85/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/10/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/86/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/11/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/87/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/12/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/88/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/13/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/89/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/14/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map212/events/90/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/14/pages/1/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/91/pages/1/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/15/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/91/pages/2/7/Comment < UNTRANSLATED
> CONTEXT: Map185/events/16/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map212/events/92/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/17/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/93/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/18/pages/0/28/Comment < UNTRANSLATED
> CONTEXT: Map212/events/94/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/18/pages/1/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/95/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/96/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/19/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/97/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/20/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/98/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/21/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/99/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/22/pages/3/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/100/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/23/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/101/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/102/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/24/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map212/events/103/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/24/pages/2/10/Comment < UNTRANSLATED
> CONTEXT: Map212/events/104/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/105/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map185/events/26/pages/2/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/106/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/107/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/108/pages/0/7/Comment < UNTRANSLATED
> CONTEXT: Map212/events/108/pages/1/7/Comment < UNTRANSLATED
> CONTEXT: Map212/events/109/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map212/events/110/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/111/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map212/events/112/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map212/events/113/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map212/events/114/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map212/events/116/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/1/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/2/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/3/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/4/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/5/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/6/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/7/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/8/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/9/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/10/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/11/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/12/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/39/pages/13/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/41/pages/0/28/Comment < UNTRANSLATED
> CONTEXT: Map185/events/41/pages/1/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/52/pages/1/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/52/pages/2/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/53/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/54/pages/2/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/55/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/56/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/57/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/58/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/59/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/60/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/61/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/62/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/63/pages/0/12/Comment < UNTRANSLATED
> CONTEXT: Map185/events/63/pages/2/10/Comment < UNTRANSLATED
> CONTEXT: Map185/events/64/pages/2/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/65/pages/0/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/66/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/67/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/68/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/69/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/70/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/71/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/72/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/73/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/74/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/75/pages/0/11/Comment < UNTRANSLATED
> CONTEXT: Map185/events/75/pages/2/9/Comment < UNTRANSLATED
> CONTEXT: Map185/events/76/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/77/pages/0/27/Comment < UNTRANSLATED
> CONTEXT: Map185/events/77/pages/1/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/78/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/79/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/84/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/85/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/86/pages/0/8/Comment < UNTRANSLATED
> CONTEXT: Map185/events/87/pages/0/8/Comment < UNTRANSLATED

> END STRING
